upper_OD_mm,taper_start_A_mm,Kt_peak,station_A_mm,station_U_mm,profile_OD_mm,local_Kt,limit_case,limit_vm_MPa,MS_limit,ultimate_case,ultimate_vm_MPa,MS_ultimate,station_PASS
104.0,325.0,1.5,600.0,125.0,85.60072356091487,1.488409136267396,LC4+,279.1424574287408,0.8019473090309286,LC4+,418.713686143111,0.366088615991639,True
104.0,325.0,1.5,610.0,135.0,86.28128946826419,1.4926275725812577,LC4+,272.3624876065752,0.8468035169607435,LC4+,408.5437314098628,0.4000949127919753,True
104.0,325.0,1.5,620.0,145.0,86.96704812510019,1.4958957004099236,LC4+,265.7209614275395,0.892963194539566,LC4+,398.58144214130925,0.43508939334212293,True
104.0,325.0,1.5,630.0,155.0,87.65668124607733,1.4982135197533935,LC4+,259.2262949120237,0.9403895741776824,LC4+,388.8394423680356,0.4710441834720136,True
104.0,325.0,1.5,640.0,165.0,88.3488705458501,1.499581030611667,LC4+,252.88465393737732,0.9890491264233043,LC4+,379.326980906066,0.507933863902094,True
104.0,325.0,1.5,650.0,175.0,89.04229773907299,1.4999982329847448,LC4+,246.70030318385832,1.0389111545806622,LC4+,370.0504547757876,0.5457351629160216,True
104.0,325.0,1.5,660.0,185.0,89.73564454040049,1.4994651268726265,LC4+,240.67590686158633,1.089947459050304,LC4+,361.0138602923795,0.5844267018910192,True
104.0,325.0,1.5,670.0,195.0,90.42759266448708,1.4979817122753123,LC4+,234.81278672276756,1.142132066231421,LC4+,352.21918008415133,0.6239887897738539,True
104.0,325.0,1.5,680.0,205.0,91.11682382598724,1.4955479891928019,LC4+,229.1111425395051,1.1954410179472998,LC4+,343.66671380925766,0.6644032634404977,True
104.0,325.0,1.5,690.0,215.0,91.80201973955548,1.4921639576250956,LC4+,223.57023981031637,1.249852218375577,LC4+,335.35535971547444,0.7056533716512001,True
104.0,325.0,1.5,700.0,225.0,92.48186211984626,1.487829617572193,LC4+,218.18856899865318,1.305345336414507,LC4+,327.28285349797983,0.7477237010326014,True
104.0,325.0,1.5,710.0,235.0,93.15503268151407,1.4825449690340946,LC4+,212.96398013842528,1.3619017623217462,LC4+,319.445970207638,0.7906001432048222,True
104.0,325.0,1.5,720.0,245.0,93.82021313921341,1.4763100120108001,LC4+,207.8937961867931,1.4195046183487516,LC4+,311.84069428018967,0.8342699028435863,True
104.0,325.0,1.5,730.0,255.0,94.47608520759874,1.4691247465023096,LC4+,202.97490807667043,1.4781388239870519,LC4+,304.4623621150057,0.8787215471445902,True
104.0,325.0,1.5,740.0,265.0,95.12133060132459,1.4609891725086233,LC4+,198.20385402766243,1.537791217368551,LC4+,297.3057810414937,0.9239450978592592,True
104.0,325.0,1.5,750.0,275.0,95.75463103504539,1.4519032900297406,LC4+,193.57688531760954,1.5984507353484236,LC4+,290.3653279764143,0.9699321678188184,True
104.0,325.0,1.5,760.0,285.0,96.37466822341567,1.4418670990656621,LC4+,189.09002039770746,1.6601086558775284,LC4+,283.63503059656125,1.016676144681174,True
104.0,325.0,1.5,770.0,295.0,96.9801238810899,1.4308805996163874,LC4+,184.7390889507942,1.7227589074772123,LC4+,277.10863342619126,1.0641724255493252,True
104.0,325.0,1.5,780.0,305.0,97.56967972272254,1.4189437916819168,LC4+,180.51976724216436,1.786398452005722,LC4+,270.7796508632466,1.1124187071534428,True
104.0,325.0,1.5,790.0,315.0,98.14201746296813,1.40605667526225,LC4+,176.42760589198346,1.8510277485030215,LC4+,264.6414088379753,1.1614153374999705,True
104.0,325.0,1.5,800.0,325.0,98.69581881648111,1.3922192503573874,LC4+,172.4580510045029,1.916651307783054,LC4+,258.6870765067543,1.2111657363179686,True
104.0,325.0,1.5,810.0,335.0,99.22976549791596,1.3774315169673286,LC4+,168.60645941827252,1.983278349687521,LC4+,252.9096891274087,1.2616768933350064,True
104.0,325.0,1.5,820.0,345.0,99.74253922192723,1.361693475092074,LC4+,164.8681086899009,2.050923577622211,LC4+,247.30216303485133,1.3129599554670706,True
104.0,325.0,1.5,830.0,355.0,100.23282170316934,1.345005124731623,LC4+,161.2382022882497,2.11960808829147,LC4+,241.85730343237458,1.3650309165046002,True
104.0,325.0,1.5,840.0,365.0,100.6992946562968,1.3273664658859763,LC4+,157.71187035301566,2.18936043859036,LC4+,236.56780552952353,1.417911425942592,True
104.0,325.0,1.5,850.0,375.0,101.14063979596409,1.3087774985551333,LC4+,154.28416625835322,2.260217896616249,LC4+,231.42624938752988,1.4716297373949558,True
104.0,325.0,1.5,860.0,385.0,101.55553883682573,1.2892382227390944,LC4+,150.95005911548049,2.332227909995005,LC4+,226.4250886732207,1.5262218217589703,True
104.0,325.0,1.5,870.0,395.0,101.94267349353615,1.2687486384378597,LC4+,147.70442224510614,2.405449832539904,LC4+,221.55663336765917,1.5817326762264088,True
104.0,325.0,1.5,880.0,405.0,102.30072548074986,1.2473087456514287,LC4+,144.5420175479757,2.4799569601486064,LC4+,216.81302632196355,1.638217867733602,True
104.0,325.0,1.5,890.0,415.0,102.62837651312134,1.2249185443798016,LC4+,141.45747559669775,2.5558389394285377,LC4+,212.18621339504665,1.6957453589835962,True
104.0,325.0,1.5,900.0,425.0,102.92430830530509,1.2015780346229787,LC4+,138.44527116085507,2.6332046286765594,LC4+,207.66790674128274,1.7543976774062169,True
104.0,325.0,1.5,910.0,435.0,103.1872025719556,1.1772872163809596,LC4+,135.49969375646228,2.7121855116813562,LC4+,203.24954063469343,1.8142745032229763,True
104.0,325.0,1.5,920.0,445.0,103.41574102772734,1.1520460896537443,LC4+,132.6148126757608,2.792939791950842,LC4+,198.9222190136412,1.8754957733543822,True
104.0,325.0,1.5,930.0,455.0,103.60860538727479,1.1258546544413335,LC4+,129.78443579910325,2.875657330580124,LC4+,194.67665369865486,1.9382054249063367,True
104.0,325.0,1.5,940.0,465.0,103.76447736525245,1.0987129107437261,LC4+,127.00206131122201,2.9605656381228713,LC4+,190.50309196683295,2.002575937715418,True
104.0,325.0,1.5,950.0,475.0,103.8820386763148,1.070620858560923,LC4+,124.26082123218866,3.047937193816826,LC4+,186.39123184828296,2.0688138831851886,True
104.0,325.0,1.5,960.0,485.0,103.95997103511633,1.041578497892924,LC4+,121.5534154198497,3.1380984504846747,LC4+,182.33012312977453,2.137166751063266,True
104.0,325.0,1.5,970.0,495.0,103.99695615631153,1.0115858287397286,LC4+,118.87203439436172,3.2314409992453035,LC4+,178.30805159154258,2.207931413609428,True
104.0,325.0,1.5,973.780356685791,498.78035668579105,104.0,1.0,LC4+,117.86344068009636,3.2676507413799074,LC4+,176.79516102014455,2.235382669409287,True
104.0,325.0,1.75,250.0,-225.0,74.0,1.0,LC4+,292.37427177639455,0.7203976155080098,LC4+,438.56140766459185,0.3042643287880471,True
104.0,325.0,1.75,260.0,-215.0,74.0,1.0,LC4+,297.07034420784856,0.6932016601699915,LC4+,445.6055163117729,0.28364658663649456,True
104.0,325.0,1.75,270.0,-205.0,74.0,1.0,LC4+,301.7683884424068,0.6668412572843054,LC4+,452.6525826636101,0.26366229180466916,True
104.0,325.0,1.75,280.0,-195.0,74.0,1.0,LC4+,306.46831379907775,0.641278975188833,LC4+,459.70247069861665,0.24428306667728616,True
104.0,325.0,1.75,290.0,-185.0,74.0,1.0,LC4+,311.1700350402296,0.6164795557354026,LC4+,466.7550525603445,0.22548218141901932,True
104.0,325.0,1.75,300.0,-175.0,74.0,1.0,LC4+,315.87347197159596,0.5924097609729977,LC4+,473.81020795739386,0.20723443774228612,True
104.0,325.0,1.75,310.0,-165.0,74.0,1.0,LC4+,320.5785490768347,0.5690382324347081,LC4+,480.867823615252,0.18951606223015638,True
104.0,325.0,1.75,320.0,-155.0,74.0,1.0,LC4+,325.28519518322923,0.5463353618558207,LC4+,487.92779277484374,0.17230460832542027,True
104.0,325.0,1.75,330.0,-145.0,74.0053180209512,1.022942122583539,LC4+,336.9792442680426,0.49267353570269123,LC4+,505.46886640206384,0.13162261421065535,True
104.0,325.0,1.75,340.0,-135.0,74.0473678315562,1.0677572707047709,LC4+,354.4143111321605,0.419242914861957,LC4+,531.6214666982409,0.07595354181714953,True
104.0,325.0,1.75,350.0,-125.0,74.13020409597675,1.1111469560982088,LC4+,370.0366581880531,0.3593247827472672,LC4+,555.0549872820795,0.03052852979647036,True
104.0,325.0,1.75,360.0,-115.0,74.25250852886734,1.1531111787638528,LC4+,383.714394785628,0.3108708112996752,LC4+,575.5715921784418,-0.006205296138615868,False
104.0,325.0,1.75,370.0,-105.0,74.41296284488244,1.1936499387017026,LC4+,395.3739381507728,0.272213344037322,LC4+,593.0609072261593,-0.035512216316304746,False
104.0,325.0,1.75,380.0,-95.0,74.61024875867656,1.2327632359117584,LC4+,404.99689682834395,0.24198482491878015,LC4+,607.4953452425158,-0.058428999531421666,False
104.0,325.0,1.75,390.0,-85.0,74.84304798490416,1.2704510703940204,LC4+,412.61419092094815,0.21905647228785852,LC4+,618.9212863814223,-0.075811395429218,False
104.0,325.0,1.75,400.0,-75.0,75.11004223821975,1.306713442148488,LC4+,418.2983115377346,0.20249110772378653,LC4+,627.4474673066019,-0.08836989580118504,False
104.0,325.0,1.75,410.0,-65.0,75.4099132332778,1.3415503511751619,LC4+,422.154636301677,0.1915065162059475,LC4+,633.2319544525158,-0.09669751190218456,False
104.0,325.0,1.75,420.0,-55.0,75.7413426847328,1.3749617974740416,LC4+,424.31261470298676,0.18544672623530967,LC4+,636.4689220544802,-0.10129154750616687,False
104.0,325.0,1.75,430.0,-45.0,76.10301230723924,1.406947781045127,LC4+,424.91746197755464,0.18375930624044323,LC4+,637.3761929663319,-0.10257081090850417,False
104.0,325.0,1.75,440.0,-35.0,76.49360381545159,1.4375083018884187,LC4+,424.12279800289406,0.1859772744321273,LC4+,636.1841970043412,-0.10088932939009043,False
104.0,325.0,1.75,450.0,-25.0,76.91179892402435,1.4666433600039162,LC4+,422.08447408814317,0.19170457782571604,LC4+,633.1267111322148,-0.09654735783126644,False
104.0,325.0,1.75,460.0,-15.0,77.35627934761202,1.4943529553916197,LC4+,418.9556681449773,0.20060435565211066,LC4+,628.4335022174662,-0.08980027643073951,False
104.0,325.0,1.75,470.0,-5.0,77.82572680086905,1.5206370880515292,LC4+,414.88320771035814,0.21238939212781704,LC4+,622.3248115655372,-0.08086582863205904,False
104.0,325.0,1.75,480.0,5.0,78.31882299844995,1.5454957579836446,LC4+,410.0050011671568,0.2268143036502368,LC4+,615.0075017507353,-0.0699300441511791,False
104.0,325.0,1.75,490.0,15.0,78.83424965500919,1.5689289651879657,LC4+,404.44841478210253,0.24366910986903578,LC4+,606.672622173154,-0.05715211286270616,False
104.0,325.0,1.75,500.0,25.0,79.37068848520127,1.5909367096644933,LC4+,398.32941860236303,0.2627739165359655,LC4+,597.4941279035446,-0.04266841582694214,False
104.0,325.0,1.75,510.0,35.0,79.92682120368067,1.6115189914132264,LC4+,391.75232918319796,0.2839744974809799,LC4+,587.6284937747971,-0.02659587467313418,False
104.0,325.0,1.75,520.0,45.0,80.50132952510188,1.6306758104341657,LC4+,384.809993940291,0.3071386084584069,LC4+,577.2149909104365,-0.009034746138888328,False
104.0,325.0,1.75,530.0,55.0,81.09289516411938,1.6484071667273108,LC4+,377.5842846560446,0.3321529005323969,LC4+,566.3764269840668,0.009929037911903471,True
104.0,325.0,1.75,540.0,65.0,81.70019983538766,1.6647130602926619,LC4+,370.1467920779172,0.3589203277334272,LC4+,555.2201881168756,0.03022190518690615,True
104.0,325.0,1.75,550.0,75.0,82.3219252535612,1.6795934911302188,LC4+,362.5596369141186,0.3873579648336538,LC4+,543.8394553711779,0.05178098858164337,True
104.0,325.0,1.75,560.0,85.0,82.9567531332945,1.6930484592399822,LC4+,354.87633334058177,0.4173951676773584,LC4+,532.3145000108727,0.07455273149297392,True
104.0,325.0,1.75,570.0,95.0,83.60336518924203,1.705077964621951,LC4+,347.1426587218297,0.4489720216237123,LC4+,520.7139880827447,0.09849171155568359,True
104.0,325.0,1.75,580.0,105.0,84.26044313605827,1.7156820072761259,LC4+,339.3974975157918,0.48203803410953516,LC4+,509.0962462736878,0.12355964945083375,True
104.0,325.0,1.75,590.0,115.0,84.92666868839773,1.724860587202507,LC4+,331.6736385068751,0.5165510357241538,LC4+,497.51045776031276,0.14972457579087584,True
104.0,325.0,1.75,600.0,125.0,85.60072356091487,1.7326137044010936,LC4+,323.99851298612094,0.5524762609683549,LC4+,485.9977694791816,0.1769601342265057,True
104.0,325.0,1.75,610.0,135.0,86.28128946826419,1.7389413588718865,LC4+,316.3948677225692,0.5897855854003786,LC4+,474.59230158385395,0.20524500311334148,True
104.0,325.0,1.75,620.0,145.0,86.96704812510019,1.7438435506148853,LC4+,308.8813709882285,0.6284569004298073,LC4+,463.3220564823426,0.23456242153194196,True
104.0,325.0,1.75,630.0,155.0,87.65668124607733,1.74732027963009,LC4+,301.47315290906016,0.6684736108217595,LC4+,452.2097293635902,0.26489980833670823,True
104.0,325.0,1.75,640.0,165.0,88.3488705458501,1.7493715459175005,LC4+,294.1822833563686,0.7098242431909889,LC4+,441.2734250345528,0.29624846534823845,True
104.0,325.0,1.75,650.0,175.0,89.04229773907299,1.7499973494771173,LC4+,287.0181917459166,0.7525021565367593,LC4+,430.52728761887505,0.32860335790460726,True
104.0,325.0,1.75,660.0,185.0,89.73564454040049,1.74919769030894,LC4+,279.98803369748845,0.7965053483087909,LC4+,419.98205054623264,0.36196296783648574,True
104.0,325.0,1.75,670.0,195.0,90.42759266448708,1.7469725684129684,LC4+,273.09700969702504,0.841836351697993,LC4+,409.6455145455376,0.3963292156013942,True
104.0,325.0,1.75,680.0,205.0,91.11682382598724,1.743321983789203,LC4+,266.3486408264685,0.8885022218968806,LC4+,399.5229612397027,0.4317074498674831,True
104.0,325.0,1.75,690.0,215.0,91.80201973955548,1.7382459364376432,LC4+,259.7450063789979,0.9365146110492111,LC4+,389.61750956849687,0.4681065043341932,True
104.0,325.0,1.75,700.0,225.0,92.48186211984626,1.7317444263582897,LC4+,253.28694782876417,0.9858899335786364,LC4+,379.93042174314644,0.5055388230708806,True
104.0,325.0,1.75,710.0,235.0,93.15503268151407,1.723817453551142,LC4+,246.97424322348581,1.0366496256244733,LC4+,370.4613648352288,0.544020657199733,True
104.0,325.0,1.75,720.0,245.0,93.82021313921341,1.7144650180162002,LC4+,240.80575564896256,1.0888205044951427,LC4+,361.2086334734439,0.5835723374038719,True
104.0,325.0,1.75,730.0,255.0,94.47608520759874,1.7036871197534647,LC4+,234.77955899886612,1.142435236461234,LC4+,352.16933849829917,0.6242186285696831,True
104.0,325.0,1.75,740.0,265.0,95.12133060132459,1.6914837587629348,LC4+,228.89304388499156,1.1975329239482475,LC4+,343.33956582748743,0.6659891749481739,True
104.0,325.0,1.75,750.0,275.0,95.75463103504539,1.677854935044611,LC4+,223.14300615049697,1.2541598263705196,LC4+,334.71450922574536,0.7089190466321238,True
104.0,325.0,1.75,760.0,285.0,96.37466822341567,1.662800648598493,LC4+,217.5257201053255,1.3123702326163933,LC4+,326.2885801579883,0.7530494010027526,True
104.0,325.0,1.75,770.0,295.0,96.9801238810899,1.6463208994245813,LC4+,212.03699829002886,1.3722275077295025,LC4+,318.0554974350433,0.7984282762376083,True
104.0,325.0,1.75,780.0,305.0,97.56967972272254,1.628415687522875,LC4+,206.67223929062874,1.4338053418614498,LC4+,310.0083589359431,0.8451115381640151,True
104.0,325.0,1.75,790.0,315.0,98.14201746296813,1.6090850128933751,LC4+,201.426464870895,1.4971892363915518,LC4+,302.1396973063426,0.8931640069131439,True
104.0,325.0,1.75,800.0,325.0,98.69581881648111,1.5883288755360812,LC4+,196.29434745653558,1.5624782706052023,LC4+,294.4415211848034,0.9426607962706106,True
104.0,325.0,1.75,810.0,335.0,99.22976549791596,1.566147275450993,LC4+,191.27022879498057,1.629787203000408,LC4+,286.90534319247075,0.9936889067146901,True
104.0,325.0,1.75,820.0,345.0,99.74253922192723,1.542540212638111,LC4+,186.34813042109653,1.6992489748266086,LC4+,279.52219563164476,1.0463491233940627,True
104.0,325.0,1.75,830.0,355.0,100.23282170316934,1.5175076870974347,LC4+,181.52175637956003,1.7710177007555634,LC4+,272.2826345693401,1.1007582834091214,True
104.0,325.0,1.75,840.0,365.0,100.6992946562968,1.4910496988289643,LC4+,176.78448848494068,1.845272253865462,LC4+,265.176732727411,1.1570519936528094,True
104.0,325.0,1.75,850.0,375.0,101.14063979596409,1.4631662478327,LC4+,172.12937423691346,1.922220581059492,LC4+,258.19406135537025,1.2153879024069303,True
104.0,325.0,1.75,860.0,385.0,101.55553883682573,1.4338573341086416,LC4+,167.54910734642527,2.0021049229465304,LC4+,251.32366101963783,1.2759496566274566,True
104.0,325.0,1.75,870.0,395.0,101.94267349353615,1.4031229576567894,LC4+,163.03600066493075,2.0852081622988186,LC4+,244.55400099739617,1.3389517148242862,True
104.0,325.0,1.75,880.0,405.0,102.30072548074986,1.370963118477143,LC4+,158.58195113858196,2.1718615919943955,LC4+,237.87292670787292,1.4046452360779247,True
104.0,325.0,1.75,890.0,415.0,102.62837651312134,1.3373778165697023,LC4+,154.17839622777717,2.262454483291468,LC4+,231.2675943416658,1.473325333920105,True
104.0,325.0,1.75,900.0,425.0,102.92430830530509,1.302367051934468,LC4+,149.81626103459618,2.3574459576443787,LC4+,224.7243915518942,1.5453400765706897,True
104.0,325.0,1.75,910.0,435.0,103.1872025719556,1.2659308245714394,LC4+,145.48589516073116,2.457379833586557,LC4+,218.22884274109668,1.6211017426262573,True
104.0,325.0,1.75,920.0,445.0,103.41574102772734,1.2280691344806165,LC4+,141.17699807039176,2.5629033544770583,LC4+,211.7654971055877,1.7011010189010958,True
104.0,325.0,1.75,930.0,455.0,103.60860538727479,1.1887819816620002,LC4+,136.87853144967443,2.67479103313536,LC4+,205.3177971745116,1.7859250774730637,True
104.0,325.0,1.75,940.0,465.0,103.76447736525245,1.1480693661155894,LC4+,132.5786167292251,2.7939753212790963,LC4+,198.86792509383764,1.8762808267351136,True
104.0,325.0,1.75,950.0,475.0,103.8820386763148,1.1059312878413845,LC4+,128.26441556435444,2.9215864960428446,LC4+,192.3966233465317,1.9730251500815195,True
104.0,325.0,1.75,960.0,485.0,103.95997103511633,1.062367746839386,LC4+,123.92199064171798,3.0590051644204825,LC4+,185.88298596257692,2.077204710468544,True
104.0,325.0,1.75,970.0,495.0,103.99695615631153,1.0173787431095929,LC4+,119.53614370492278,3.207932299051448,LC4+,179.30421555738417,2.1901090458017607,True
104.0,325.0,1.75,973.780356685791,498.78035668579105,104.0,1.0,LC4+,117.86344068009636,3.2676507413799074,LC4+,176.79516102014455,2.235382669409287,True
104.0,325.0,2.0,250.0,-225.0,74.0,1.0,LC4+,292.37427177639455,0.7203976155080098,LC4+,438.56140766459185,0.3042643287880471,True
104.0,325.0,2.0,260.0,-215.0,74.0,1.0,LC4+,297.07034420784856,0.6932016601699915,LC4+,445.6055163117729,0.28364658663649456,True
104.0,325.0,2.0,270.0,-205.0,74.0,1.0,LC4+,301.7683884424068,0.6668412572843054,LC4+,452.6525826636101,0.26366229180466916,True
104.0,325.0,2.0,280.0,-195.0,74.0,1.0,LC4+,306.46831379907775,0.641278975188833,LC4+,459.70247069861665,0.24428306667728616,True
104.0,325.0,2.0,290.0,-185.0,74.0,1.0,LC4+,311.1700350402296,0.6164795557354026,LC4+,466.7550525603445,0.22548218141901932,True
104.0,325.0,2.0,300.0,-175.0,74.0,1.0,LC4+,315.87347197159596,0.5924097609729977,LC4+,473.81020795739386,0.20723443774228612,True
104.0,325.0,2.0,310.0,-165.0,74.0,1.0,LC4+,320.5785490768347,0.5690382324347081,LC4+,480.867823615252,0.18951606223015638,True
104.0,325.0,2.0,320.0,-155.0,74.0,1.0,LC4+,325.28519518322923,0.5463353618558207,LC4+,487.92779277484374,0.17230460832542027,True
104.0,325.0,2.0,330.0,-145.0,74.0053180209512,1.0305894967780518,LC4+,339.37236713002886,0.4821477784232151,LC4+,509.0585506950432,0.12364284858592334,True
104.0,325.0,2.0,340.0,-135.0,74.0473678315562,1.090343027606361,LC4+,361.5641059071748,0.3911779177801913,LC4+,542.3461588607623,0.05467696351261653,True
104.0,325.0,2.0,350.0,-125.0,74.13020409597675,1.1481959414642784,LC4+,381.84401895896985,0.3172918129537303,LC4+,572.7660284384549,-0.0013374194704657283,False
104.0,325.0,2.0,360.0,-115.0,74.25250852886734,1.2041482383518036,LC4+,400.0154194046278,0.25745152711525887,LC4+,600.0231291069416,-0.04670341483110907,False
104.0,325.0,2.0,370.0,-105.0,74.41296284488244,1.2581999182689367,LC4+,415.9493165914906,0.20928194839181113,LC4+,623.9239748872361,-0.08322163753463796,False
104.0,325.0,2.0,380.0,-95.0,74.61024875867656,1.310350981215678,LC4+,429.58242591852076,0.1709045101752007,LC4+,644.373638877781,-0.11231626266373096,False
104.0,325.0,2.0,390.0,-85.0,74.84304798490416,1.360601427192027,LC4+,440.9116962726239,0.14081800109241316,LC4+,661.3675444089358,-0.1351253855203971,False
104.0,325.0,2.0,400.0,-75.0,75.11004223821975,1.4089512561979842,LC4+,449.98632951258855,0.11781173562502278,LC4+,674.9794942688827,-0.15256684853875002,False
104.0,325.0,2.0,410.0,-65.0,75.4099132332778,1.455400468233549,LC4+,456.8983363848973,0.1009013602016402,LC4+,685.3475045773462,-0.16538690783918086,False
104.0,325.0,2.0,420.0,-55.0,75.7413426847328,1.499949063298722,LC4+,461.77259581564545,0.08928075108383848,LC4+,692.6588937234682,-0.17419670030489653,False
104.0,325.0,2.0,430.0,-45.0,76.10301230723924,1.5425970413935026,LC4+,464.7572095918129,0.0822855237507234,LC4+,697.1358143877196,-0.17949990777281166,False
104.0,325.0,2.0,440.0,-35.0,76.49360381545159,1.5833444025178915,LC4+,466.014724344613,0.07936503660351457,LC4+,699.0220865169193,-0.18171398152788532,False
104.0,325.0,2.0,450.0,-25.0,76.91179892402435,1.6221911466718884,LC4+,465.7145710988508,0.08006068784400378,LC4+,698.5718566482761,-0.1811865958293304,False
104.0,325.0,2.0,460.0,-15.0,77.35627934761202,1.6591372738554928,LC4+,464.0268790269668,0.08398892981104278,LC4+,696.0403185404505,-0.178208525047162,False
104.0,325.0,2.0,470.0,-5.0,77.82572680086905,1.6941827840687056,LC4+,461.1176695925897,0.09082785841716823,LC4+,691.6765043888845,-0.1730238104511328,False
104.0,325.0,2.0,480.0,5.0,78.31882299844995,1.727327677311526,LC4+,457.14533344274895,0.10030653974288839,LC4+,685.7180001641233,-0.1658378519112892,False
104.0,325.0,2.0,490.0,15.0,78.83424965500919,1.7585719535839544,LC4+,452.25823090826503,0.11219645243344911,LC4+,678.3873463623976,-0.15682389557066556,False
104.0,325.0,2.0,500.0,25.0,79.37068848520127,1.787915612885991,LC4+,446.5932294981758,0.12630458049085713,LC4+,669.8898442472639,-0.14612827032369768,False
104.0,325.0,2.0,510.0,35.0,79.92682120368067,1.8153586552176353,LC4+,440.2749889092266,0.14246780460133235,LC4+,660.4124833638398,-0.13387463985160752,False
104.0,325.0,2.0,520.0,45.0,80.50132952510188,1.8409010805788875,LC4+,433.41581710467995,0.16054832368638228,LC4+,650.1237256570199,-0.1201674736267585,False
104.0,325.0,2.0,530.0,55.0,81.09289516411938,1.8645428889697477,LC4+,426.11594285007743,0.18042990045311003,LC4+,639.1739142751162,-0.10509489322839116,False
104.0,325.0,2.0,540.0,65.0,81.70019983538766,1.886284080390216,LC4+,418.46407549356417,0.20201477129602718,LC4+,627.6961132403462,-0.08873101500155389,False
104.0,325.0,2.0,550.0,75.0,82.3219252535612,1.906124654840292,LC4+,410.53814823775,0.22522109616157682,LC4+,615.8072223566251,-0.07113788336060711,False
104.0,325.0,2.0,560.0,85.0,82.9567531332945,1.924064612319976,LC4+,402.40616456820743,0.24998085091398248,LC4+,603.6092468523112,-0.05236706862452234,False
104.0,325.0,2.0,570.0,95.0,83.60336518924203,1.940103952829268,LC4+,394.1270878218801,0.2762380854860791,LC4+,591.1906317328202,-0.032460987544019604,False
104.0,325.0,2.0,580.0,105.0,84.26044313605827,1.954242676368168,LC4+,385.7517307474097,0.30394748722297904,LC4+,578.6275961211146,-0.011453992456535667,False
104.0,325.0,2.0,590.0,115.0,84.92666868839773,1.9664807829366757,LC4+,377.323615419739,0.33307320147576025,LC4+,565.9854231296084,0.010626734584672004,True
104.0,325.0,2.0,600.0,125.0,85.60072356091487,1.9768182725347916,LC4+,368.87978435677235,0.36358787152594285,LC4+,553.3196765351585,0.033760453960025805,True
104.0,325.0,2.0,610.0,135.0,86.28128946826419,1.9852551451625153,LC4+,360.4515515867133,0.39547186795503086,LC4+,540.67732738007,0.05793228425484109,True
104.0,325.0,2.0,620.0,145.0,86.96704812510019,1.9917914008198472,LC4+,352.0651881925191,0.428712684097996,LC4+,528.0977822887787,0.08313274394175418,True
104.0,325.0,2.0,630.0,155.0,87.65668124607733,1.9964270395067867,LC4+,343.74254094816183,0.4633044796042718,LC4+,515.6138114222427,0.1093574053461146,True
104.0,325.0,2.0,640.0,165.0,88.3488705458501,1.999162061223334,LC4+,335.50158544095905,0.4992477586622821,LC4+,503.2523781614384,0.136606650702221,True
104.0,325.0,2.0,650.0,175.0,89.04229773907299,1.9999964659694895,LC4+,327.35691686498035,0.5365491733521681,LC4+,491.03537529747064,0.16488552307149096,True
104.0,325.0,2.0,660.0,185.0,89.73564454040049,1.9989302537452531,LC4+,319.32018273181603,0.5752214460632736,LC4+,478.98027409772396,0.19420366752576879,True
104.0,325.0,2.0,670.0,195.0,90.42759266448708,1.9959634245506246,LC4+,311.40046228160134,0.6152834081059715,LC4+,467.10069342240195,0.22457536041963655,True
104.0,325.0,2.0,680.0,205.0,91.11682382598724,1.9910959783856037,LC4+,303.60459754693227,0.6567601547016906,LC4+,455.4068963203985,0.2560196268911421,True
104.0,325.0,2.0,690.0,215.0,91.80201973955548,1.9843279152501911,LC4+,295.9374809443292,0.6996833195813501,LC4+,443.9062214164936,0.2885604490398048,True
104.0,325.0,2.0,700.0,225.0,92.48186211984626,1.9756592351443862,LC4+,288.4023040303025,0.744091475590811,LC4+,432.6034560454539,0.3222270696327947,True
104.0,325.0,2.0,710.0,235.0,93.15503268151407,1.9650899380681892,LC4+,281.00077172564596,0.790030671129623,LC4+,421.501157588469,0.35705439878879264,True
104.0,325.0,2.0,720.0,245.0,93.82021313921341,1.9526200240216003,LC4+,273.73328592745224,0.8375551160895738,LC4+,410.5999288911783,0.39308353400031315,True
104.0,325.0,2.0,730.0,255.0,94.47608520759874,1.9382494930046195,LC4+,266.5991020246039,0.8867280353914289,LC4+,399.8986530369058,0.43036240721523855,True
104.0,325.0,2.0,740.0,265.0,95.12133060132459,1.9219783450172465,LC4+,259.59646142968097,0.9376227134600281,LC4+,389.39469214452146,0.46894657667214856,True
104.0,325.0,2.0,750.0,275.0,95.75463103504539,1.9038065800594812,LC4+,252.7227028513607,0.9903237593016734,LC4+,379.08405427704093,0.5089001859782076,True
104.0,325.0,2.0,760.0,285.0,96.37466822341567,1.8837341981313243,LC4+,245.97435466385528,1.0449286296020248,LC4+,368.961531995783,0.5502971187970285,True
104.0,325.0,2.0,770.0,295.0,96.9801238810899,1.8617611992327747,LC4+,239.34721038734708,1.1015494568997521,LC4+,359.02081558102066,0.5932223848199578,True
104.0,325.0,2.0,780.0,305.0,97.56967972272254,1.8378875833638335,LC4+,232.83638897652511,1.1603152420076106,LC4+,349.25458346478763,0.6377737818798588,True
104.0,325.0,2.0,790.0,315.0,98.14201746296813,1.8121133505245002,LC4+,226.43638132224706,1.2213744852430257,LC4+,339.65457198337066,0.6840638907342749,True
104.0,325.0,2.0,800.0,325.0,98.69581881648111,1.7844385007147747,LC4+,220.14108410175004,1.2848983507663272,LC4+,330.21162615262506,0.7322224740070764,True
